file,category,pde_subcategories,sde_subcategories,sensor_subcategories,equation_excerpts
Forest_Fire_Detection_using_Computer_Vision.pdf,PDE-only,objective function,None,None,"$31.00  2022 ieee 1094 0525889.2202.11445cseci/9011.01 :iod | eeei 2202  00.13$, $31.00  2022 ieee 1095 authorized licensed use limited to: dalhousie university. downloaded on december 27,2024 at 17:33:49 utc from ieee xplore. restrictions apply. proceedings of the third international conference on electronics and sustainable communication systems (icesc 2022) ieee xplore part number: cfp22v66-art; isbn: 978-1-6654-7971-4 world conditions. the wireless sensor networks aid in the system based on ensemble learning , a novel method for fire detection of forest fires. it can issue a warning if an detection is proposed based on ensemble learning.the uncommon event occurs. these networks may occasionally collection was built by combining 10581 photos from public generate false alerts as a result of incorrect detection. machine sources. to obtain greater accuracy than a single object learning algorithms can be utilised to prevent similar incidents detector, the dataset is preprocessed and supplied into not one, in such instances.previously, satellite-based fire detection but two independent object detectors, yolov5 and systems were used. however, because it captures photographs efficientdet, which are integrated in parallel mode. although of the earth's surface every two days, finding the distraction it employs integrated object detectors, it does not consider the may be difficult. as a result, it may not be regarded as a viable entire image. as a result, another classifier is introduced to method. the quality of the images may also have an impact on address this issue. efficientnet analyzes the image as a whole the meteorological conditions. watch towers were another to ensure that the information is fully utilised.the outcomes means for detecting fires. it was handled manually by viewing will be determined by a decision strategy algorithm that the entire woodland area from a tower and determining considers the opinions of the three individual object detectors, whether or not there was any fire. another method involves improving the model's performance and decreasing the the use of optical sensors and digital cameras. it would be number of false positives. according to this study, they have ineffective because high trees or hills would distract the obtained a superior trade-off in terms of average accuracy, vision. average recall, false positive, and latency. a arul, r. s. 2021 [8], in  fire detection system smys, s., and jennifer s. raj.[11] ""assessment of using machine learning , fire can be detected by using the fire risk and forest fires in rural areas using long range amount of smoke.the smoke sensors are used to measure the technology."" the paper employs a low-cost network based on amount of smoke produced by the fire, which is then long-range technology to automatically assess the degree of compared to a threshold value, and if it exceeds that value, a fire risk and forest fire in rural areas and transmit the data to a fire scenario is declared. fire can be spotted as soon as website for public viewing via the things network server. the feasible using image processing. installing cctv cameras proposed method includes a large number of long-distance across the area, and the footage from these cameras may be nodes as well as a sensing element to measure atmospheric processed to monitor the fire. if any changes occur, it is simple changes and co2 levels in the environment. the long range- to notice and promptly extinguish the fire. when the alarm based sensor network used in the detection of the fire risk and goes off, a water extinguisher is activated to put out the fire. the forest fire areas is evaluated using the network simulator-2 the cctv camera is used to record video of a specific and was found to provide an enhanced service quality by location and is linked to a raspberry-pi minicomputer, so that providing a better coverage, battery life, latency, cost and as it might obtain continuous video capturing of a certain area. well as efficiency. the proposed method utilizes the lo-ra the acquired video images are evaluated frame by frame, and wan in devising the system to assess the risk of fire areas and once a fire is detected, the alarm is activated. in addition, after the forest fires in the rural areas along with the sensor the fire was totally quenched, the alarm would be switched off. networks. the proposed model communicated the information virtual network computing is employed for programme to the things network server, which then made it available in execution, where visual details are sent from the raspberry-pi the web interface for human consumption. python and java to the watching computer. this system includes modules for script were used to create the entire setup. the lora used in detection, alert, fire extinguishment, software, and networking. the proposed system was evaluated using the network simulator-2 to demonstrate its capabilities in comparison to kim, byoungjun, and joonwhoan lee. 2019, [9], in other prevalent wireless communication technologies. the this paper,  a video-based fire detection using deep observed results demonstrated that lo-ra provided superior learning models'', the authors propose a system that mimics service quality in terms of coverage, latency, power the human fire detection system.to detect suspicious locations consumption, cost, and so on, when compared to other of interest, it employs faster r-cnn, a region-based expertise such as wi-fi, zigbee, sigfox, and nb-iot. algorithm. following the marking of the region of interest, the characteristics collected from the bounding boxes are iii. proposed work transferred to the lstm long short-term memory to classify in this project, a cnn based deep learning model is whether or not there is fire in a short period of time. faster r- created using the mobilenet architecture and transfer learning. cnn takes advantage of cnn's characteristics and introduces mobilenet is a much faster and smaller cnn design that a region proposal network, which is utilised to map the employs a new type of convolutional layer known as features in the input image. it harvests features using the roi depthwise separable convolution. because of their small size, pooling procedure and then classifies the object position based these models are thought to be especially useful for ai on on the class scores. mobile and embedded devices. renjie xu, haifeng lin, kangjie lu, lin cao and a. overview of the project yunfei liu, [10], in this paper,  a forest fire detection the project workflow can be broken down into four 978-1-6654-7971-4/22/$, $31.00  2022 ieee 1097 authorized licensed use limited to: dalhousie university. downloaded on december 27,2024 at 17:33:49 utc from ieee xplore. restrictions apply. proceedings of the third international conference on electronics and sustainable communication systems (icesc 2022) ieee xplore part number: cfp22v66-art; isbn: 978-1-6654-7971-4 the network's speed and power consumption are proportional to the number of macs (multiply-accumulates). this is the number of fused multiplication and addition processes.[15] figure 3: forest fire dataset figure 4: no forest fire dataset e. mobilenet architecture as the word implies, the mobilenet model is intended for use in mobile applications and is tensorflow's first mobile figure 6: the mobilenet architecture computer vision model. mobilenet employs depth-wise f model building separable convolutions. [14] it greatly reduces the number of parameters in the network when compared to the network with google created the mobilenet v2 model, which was pre- ordinary convolutions of the same depth. as a result, trained on the imagenet dataset with 1.4 million images and lightweight deep neural networks are developed. it is very 1000 image classes. this model will be used as the basis useful for mobile and edge vision applications. as the size of model to train on the forest fire dataset. the output from the the model decreases, the number of parameters present in the convolution layers of the mobilenet is flattened to form a model also decreases. a depthwise separable convolution dense output. this is fed as input to a custom dense model. generally involves two operations, this dense model is made up of 5 middle layers with a different number of neurons in each layer and an output later 1. depthwise convolution with a single neuron and a sigmoid activation function. the 2. pointwise convolution three middle layers of the custom model have l2 regularization in them. this prevents the model from overfitting the training set. a). overfitting and regularization overfitting occurs when a model exactly matches its training data. when this happens, the classifier is unable to efficiently predict against unknown data, defeating its purpose. the ability to generalize a model is subsequently what enables machine learning algorithms to make predictions and categorize data. regularization fine-tunes the function of the model by including an additional penalty term in the error function. the extra term regulates the highly fluctuating function, preventing the coefficients from taking extreme values. l2 regularization, commonly known as ridge figure 5: accuracy vs multiply-accumulates of different regularization, is one of several strategies for preventing a models model from overfitting the training set. in ridge regression, 978-1-6654-7971-4/22/$, $31.00  2022 ieee 1099 authorized licensed use limited to: dalhousie university. downloaded on december 27,2024 at 17:33:49 utc from ieee xplore. restrictions apply. proceedings of the third international conference on electronics and sustainable communication systems (icesc 2022) ieee xplore part number: cfp22v66-art; isbn: 978-1-6654-7971-4 model. or a cost function, and the value calculated by this function is referred to as loss. a). weights initialization cross-entropy loss function is widely utilized in during a forward run through a deep neural network, classification problems. the probability of each class that is weights initialization is utilized to prevent outputs of layer s predicted is compared to the real class intended output of 0 or activations from bursting or disappearing. if one of these 1, and a loss is computed. this loss is then used to penalize the situations occurs, loss gradients will be either too large or too probability based on the deviation from the actual, anticipated small to propagate backwards in a favorable manner, it will be value. the penalty is actually logarithmic, producing a high difficult for the network to converge, if it can converge at all. score for big deviations near to one and a low score for tiny in this case, xavier initialization is employed. discrepancies close to zero. binary cross-entropy is defined as, in their landmark paper,  understanding the difficulty of training deep feedforward neural networks , xavier glorot and yoshua bengio contrasted their experiments to the often- adopted strategy of initializing weights in the range [-1,1], which forms a uniform distribution and then scaling by 1/n. it turns out that this standard method is ineffective. this poor performance led glorot and bengio to introduce their own weight initialization approach, which they called normalized initialization in their work and is now commonly where t is the truth value taking a value of 0 or 1 and p is the i i known as xavier initialization. xavier initialization assigns softmax probability for ith class. weights to layers based on values drawn from a random uniform distribution limited between,     i. optimization the weights are at point a in the loss landscape when where, they are initialized. the first step is to determine which n    no. of incoming connections, direction in the hyperplane, out of all conceivable directions, n      no. of outgoing connections. causes the sharpest fall in the value of the loss function. this is the direction the parameters must go. this direction is h. loss and loss function supplied by the direction that is exactly opposite the gradient's a deep learning neural network is taught to connect a set direction. the gradient, the derivative's higher-dimensional of inputs to a set of outputs using training data. there are relative, tells which direction has the steepest rise. this is much too many unknowns in calculating the optimum weights known as optimization. for a neural network. instead, the learning problem is framed j. training and testing the model as a search or optimization problem. an algorithm is built which will be used to explore the universe of various weight the deep learning model must be trained for a number of values that the model could utilize to make great or adequate times (epochs) before it starts predicting correctly. as the predictions. number of epochs increases, the model s performance also increases. but this can also lead to overfitting the model. the stochastic gradient descent optimization hence, a sweet spot between good performance and technique is commonly used to train deep network models, overfitting is found out and used for training. the model is and the weights are tweaked by back propagating the loss or trained on the preprocessed dataset for 100 epochs or error. in gradient descent, the gradient refers to an erroneous iterations. this means that the model sees the training data 100 gradient. the model is used to produce predictions using a times and for each of those iterations, the model s prediction is given set of weights, and using the original labels and the obtained, loss function is calculated and the model s predictions, the error is calculated. [12] this technique parameters are tweaked using the optimizer or the attempts to alter the weights such that the successive optimization function so that the model reaches coverage. at evaluations decrease the error, implying that the optimization the end of each epoch, the validation data is passed to the process is travelling down the error gradient. model to assess its performance. in an optimization problem, the objective function is colaboratory, abbreviated ""colab,"" is a google used to evaluate a proposed solution (i.e., a sequence of research product. colab is a python editor which is similar to weights). it is possible to maximize or minimize the objective jupyter notebooks. this runs on the web through google's function. this suggests that the objective function is looking cloud servers. colab allows writing and executing python for an ideal solution with a greatest or a lowest score. code very easily. it is especially beneficial for education and typically, the goal of neural networks is to reduce the error. research in the fields of data science, ai, etc. colab needs no so, the objective function is often referred to as a loss function 978-1-6654-7971-4/22/$, $31.00  2022 ieee 1101 authorized licensed use limited to: dalhousie university. downloaded on december 27,2024 at 17:33:49 utc from ieee xplore. restrictions apply. proceedings of the third international conference on electronics and sustainable communication systems (icesc 2022) ieee xplore part number: cfp22v66-art; isbn: 978-1-6654-7971-4 (no fire) the above image which shows the prediction of the model on the no fire image clearly tells how accurately the model has predicted, because the above image may look like a forest fire but it is actually the sunrise or sunset happening, and yet the model has accurately predicted it as  no fire  v. conclusion this research emphasizes an approach using the mobilenet architecture to detect forest fires from images that can be obtained from edge devices. through trial and error, various different optimizers, number of neurons, layers, regularization, etc. were tried and the ones that gave the best results were finalized. there are multiple different techniques available today to detect and alert in case of forest fires, but figure 13: roc auc curve they require a lot of resources to run or maintenance cost is very high. in order to overcome these shortcomings, the mobilenet based classifier is proposed. this classifier performs well and can be deployed in any edge devices like drones, dashboard cameras of vehicles, etc. very easily. the model can be further improved by bringing in object detection and tracking along with image segmentation to even more accurately detect forest fires and pinpoint the exact location of the forest fire. references [1]. georgie vadakkadathu rajan and sinumol paul et al.,  forest fire detection using machine learning  2022, retrieved from research gate: https://www.researchublication/357810957_forest_fire_detectin_us ing_machine_learning [2]. andrew g. howard, menglong zhu, bo chen, dmitry kalenichenko, weijun wang, tobias weyand, marco andreetto, hartwig adam, et al.,  efficient convolutional neural networks for mobile vision applications , 2017, retrieved from: https://arxiv.org/abs/1704.04861 [cs.cv] [3]. norsuzila ya acob, mohammad syamirza mohd najib, noraisyah tajudin, azita laily yusof and murizah kassim, et al.,  image processing based forest fire detection using infrared camera, 2021, retrieved from researchgate:https://www.researchgate.net/publication/34920795_image_pro figure 14: model prediction on sample test image cessing_based_forest_fire_detection_using_infrared_camera (fire) [4]. aditi kansal , yashwant singh , nagesh kumar , vandana mohindru, et al.,  detection of forest fires using machine learning technique , in proceedings of third international conference on image information processing,(iciip) 2015, pp 241-245 isbn : 978-1-5090-01 8-4, doi 10.1109/iciip.2015.7414773,https://ieeexplore.iee e.org/stamp/stamp.jsp?tp=&arnumber=7414773&isnumber=7414696 [5]. yongmin liu, yiming liu, honglei xu, kok lay teo et al.,  forest fire monitoring, detection and decision-making systems by wireless sensor network , in proceedings of international conference on chinese control and decision conference (ccdc), 2018, pp 5482-5486 isbn :978- 1- 538 6-1245-3, doi 10.1109/ccdc.2018.8408086, https://ieeexpl ore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8408086&isnumber=8407034 [6]. saponara, s.elhanashi, a.& galirardi, et al.,  a real-time video fire/smoke detection based on cnn in antifire surveillance systems real- time image proc 18, in the proceedings of journal of real time image processing.2020, pp 889-900, https://doi.org/10.1007/s1155 4-020-01044-0 [7]. pragati, sejal shambhuwani, piyusha umbrajkar, et al.,  forest fire detection using machine learning , in proceedings of international journal of advance scientific research and engineering trends, volume 4, 2019-20, pp 6 -12, issn: 2456-0774, http://ijasret.com/volumearticles/full textpdf/406_2.forest_fire_detection_using_machine_lear ning.pdf [8].a. arul, r.s. hari prakaash, r gokul raja, v nandhalal, et al., fire detection system using machine learning ,doi: 10.1088/1742- figure 15: model prediction on sample test image 6596/1916/1/012209,https://www.researchgatte.net/publication/351926970 978-1-6654-7971-4/22/$"
Survivability_in_Wireless_Sensor_Networks.pdf,Neither,None,None,None,None
Sensors-actuators_cooperation_in_WSANs_for_fire-fighting_applications.pdf,SDE-only,None,simulation model,None,None
Forest_Fire_Alerting_System_With_GPS_Co-ordinates_Using_IoT.pdf,Neither,None,None,None,None
Modeling_Unreliable_Data_and_Sensors_Using_F-measure_Attribute_Performance_with_Test_Samples_from_Low-Cost_Sensors.pdf,Neither,None,None,None,None
FireFly_Project_UAV_Development_for_Distributed_Sensing_of_Forest_Fires.pdf,Sensors,None,None,"signal processing, data transmission, machine learning models",None
Wildfire_Detection_and_Avoidance_of_false_Alarm_Using_Densenet.pdf,SDE-only,None,statistical analysis,"fusion, statistical analysis",None
Integrated_Wireless_Sensor_Network_and_Machine_Learning_Algorithm_Based_Forest_Fire_Detection_System.pdf,SDE-only,None,machine learning model,data transmission,None
2D_coverage_analysis_of_sensor_networks_with_random_node_deployment.pdf,Sensors,None,None,signal processing,None
Mapping_of_Burnt_area_and_Burnt_Severity_using_Landsat_8_Images_A_Case_Study_of_Bandipur_forest_Fire_Region_of_Karnataka_state_India.pdf,Sensors,None,None,spatial resolution,None
Development_of_unmanned_ground_vehicle_for_multi_agent_systems.pdf,SDE-only,None,control system,fusion,None
Forest_Fire_Detection_and_Prediction__Survey.pdf,SDE-only,None,"predictive model, risk assessment",risk assessment,None
Forest_Fire_Monitoring_Through_a_Network_of_Aerial_Drones_and_Sensors.pdf,Neither,None,None,None,None
1-s2.0-S0198971512000300-main.pdf,Sensors,None,None,"fusion, energy efficiency, data transmission",None
Cloud_Assisted_IOT_Enabled_Forest_Fire_Detection_System.pdf,Neither,None,None,None,None
Forest_Fire_Monitoring_System_Based_on_UAV_Team_Remote_Sensing_and_Image_Processing.pdf,SDE-only,None,"control system, decision support system","signal processing, fusion",None
A_convex_hull-based_approximation_of_forest_fire_shape_with_distributed_wireless_sensor_networks.pdf,PDE-only,physical phenomena,None,fusion,"cancelled if c = 360, c p= 360  removetl, end points no end no removed from c = 360  p pl, t = toa, t = 1, radius = 1, radius = 2, radius = 3, radius = 4, radius = 5 fig"
Early_Forest_Fire_Prediction_System_Using_Wireless_Sensor_Network (1).pdf,Neither,None,None,None,None
The_Deterministic_Sensor_Deployment_Problem_for_Barrier_Coverage_in_WSNs_With_Irregular_Shape_Areas.pdf,PDE-only,"problem formulation, objective function",None,energy efficiency,"upbound=len c, s j =1, s =2, the stationary point that sensor and terminator sensor of the barrier are respectively occurs at x = 0 is an inflection point, straight line that runs through the inflection point p 6 and is y y p = b a x  x p, p =getstart, p =getterminal, turningset =getinflection, convexpolygon=convexhull, sideset=sidefind, p intersect= getintersect, p l_start = getstart, p l_terminal= getterminal, p l_turning= findturning, start = p l_start, terminal = p l_turning, start = p, terminal = p l_terminal, sideset = sideset, because l = 150, we create one straight line selected from the area left of the linear equation x = 150, untilthestraightline the linear equation x = 150, the point selected on the right of x = 150 causes the intersectionwith the entryside or the exitside, ld=w, le=l, simulationparameters rier in varied boundaries of the irregular shape areas with l = 66, 67 units of distance and l = l, given l = 200 units of distance and w, = 200 units of distance, 112 and 92 units of l d =w, given l = 500 units of distance and as l e, = l, when the boundary w = 200 units of distance, ld=w, le=l, ld=w, le=2l, ld=w, le=l, given l = of the barriers planned by ecl, csd and the proposed 200 units of distance and w = 200 units of distance, given l = 200 units of distance, l = l, l = 2l, this also supports our observations e e and w = 200 units of distance, the euclidean distance of the when given the length of the barrier l = l, 2 and l = entry side is fixed at l, = l, we can obtain the side is set to l = w, ld=w, le=l, 13 are fixed at l = l, given l = 200 units of distance with a probabilistic sensing model in irregular shape areas, and w = 200 units of distance, when l = w"
Spot_Fire_An_Intelligent_Forest_Fire_Detection_System_Design_With_Machine_Learning.pdf,SDE-only,None,"machine learning model, control system",spatial resolution,None
Latest_algorithms_and_scientific_developments_for_forest_fire_detection_and_monitoring_using_MSG_SEVIRI_and_MODIS_sensors.pdf,Sensors,None,None,"physical parameters, thermal sensors, spatial resolution, temporal resolution",None
Self-organizing_routing_protocol_to_achieve_QoS_in_wireless_sensor_network_for_forest_fire_monitoring.pdf,Neither,None,None,None,None
Advanced_Forest_Fire_Alert_System_with_Real-time_GPS_Location_Tracking.pdf,Neither,None,None,None,None
IoT_Enabled_Forest_Fire_Detection_and_Early_Warning_System (1).pdf,Neither,None,None,None,None
Android_Application_Design_for_Monitoring_Weather_Parameter_and_PM_2.5.pdf,Sensors,None,None,data transmission,None
Integrating_Forest_Fire_Detection_with_Wireless_Sensor_Network_Based_on_Long_Range_Radio.pdf,Sensors,None,None,data transmission,None
